id,lng,lat,count
234.0,37.61128471163914,55.729675357381524,1
483.0,37.66690453967259,55.89761994102878,1
249.0,37.53930872387217,55.74890566685246,1
252.0,37.662093,55.84585500000001,1
253.0,37.527956,55.69195799999999,1
258.0,37.704206,55.867253000000005,1
261.0,37.48281915211477,55.79956080457858,1
281.0,37.830740241385826,55.81073150013582,1
285.0,37.78663356679488,55.79270624921138,1
290.0,37.765399,55.677336,1
311.0,37.799203000000006,55.808599,1
394.0,37.71557828836033,55.753383366565764,1
405.0,37.38335150176073,55.81023950301092,1
409.0,37.46724888954877,55.736335547165595,1
415.0,37.858536,55.676463,1
438.0,37.395455,55.80604399999999,1
442.0,37.76133,55.62528199999999,1
476.0,37.85091,55.817593,1
501.0,37.407555,55.660135,1
509.0,37.401905,55.65879399999999,1
516.0,37.47559615211346,55.728054711034034,1
520.0,37.898476,55.711732,1
521.0,37.463610769171055,55.80949316665212,1
548.0,37.854548,55.700734999999995,1
567.0,37.351896,55.59386800000001,1
637.0,37.624247,55.633221,1
640.0,37.492464,55.793409,1
706.0,37.609128000000005,55.573139000000005,1
733.0,37.752365000000005,55.699999,1
770.0,37.853955,55.68591899999999,1
850.0,37.841175647427725,55.80951592332189,1
907.0,37.560329322451615,55.79157989313363,1
231.0,37.6799440171965,55.79025539440449,2
254.0,37.50847068717145,55.743788198373174,2
256.0,37.541503000000006,55.656031000000006,2
257.0,37.49950735581925,55.742671313462964,2
265.0,37.536284,55.606669999999994,2
268.0,37.47765284655743,55.85506194728188,2
269.0,37.540721000000005,55.90968,2
270.0,37.673924,55.572756999999996,2
274.0,37.44978295003849,55.880788729250405,2
276.0,37.35814311904875,55.84655583522786,2
277.0,37.62092193254021,55.710675608066396,2
282.0,37.595240000000004,55.582986,2
283.0,37.6210367777708,55.64022545412178,2
287.0,37.576852,55.838,2
288.0,37.64613,55.653314,2
289.0,37.62743240209952,55.664315534013966,2
296.0,37.6768568809506,55.772611321270574,2
300.0,37.54529850956307,55.86396573418124,2
305.0,37.466795250330904,55.677867642232954,2
307.0,37.552479999999996,55.670021,2
828.0,37.42298568774379,55.623121176437124,2
393.0,37.731021000000005,55.729833,2
341.0,37.413565000000006,55.964791000000005,2
346.0,37.412936,55.960043999999996,2
397.0,37.440540347365335,55.63421673950964,2
399.0,37.6169882857049,55.79486869583572,2
400.0,37.618848,55.80346899999999,2
402.0,37.442364249496286,55.633895073700714,2
404.0,37.385573,55.707512,2
406.0,37.752148999999996,55.619574,2
443.0,37.66241981349154,55.887880903947995,2
446.0,37.597414,55.850995,2
447.0,37.585808,55.852768000000005,2
448.0,37.35173692394184,55.85318877360086,2
499.0,37.635063,55.823813,2
503.0,37.884225920592975,55.71479097877348,2
517.0,37.671507,55.582655,2
539.0,37.60372,55.884721,2
552.0,37.53772148683324,55.612075210960455,2
560.0,37.597163,55.577546,2
582.0,37.661913,55.682651,2
586.0,37.512398,55.537307,2
632.0,37.73364954232736,55.81411015201313,2
641.0,37.51777,55.524426,2
657.0,37.55900253372901,55.857124423048894,2
720.0,37.707097999999995,55.747363,2
758.0,37.516529999999996,55.825664,2
767.0,37.816271,55.752029,2
775.0,37.737821000000004,55.594687,2
797.0,37.57985957672018,55.727343211111574,2
823.0,37.579044,55.569846,2
884.0,37.603918,55.687051000000004,2
934.0,37.74269104003906,55.61458206176758,2
235.0,37.638000000000005,55.808225,3
236.0,37.655982512897204,55.741791565394614,3
244.0,37.656917526458656,55.70979575590598,3
246.0,37.592096000000005,55.706883,3
247.0,37.566072,55.744631999999996,3
250.0,37.575962,55.761264000000004,3
259.0,37.49767838556603,55.82371826535701,3
271.0,37.44345699867197,55.8503959288615,3
295.0,37.663018,55.86920799999999,3
297.0,37.74804555092512,55.788426089715976,3
354.0,37.58498,55.91327,3
377.0,37.606999,55.612145999999996,3
384.0,37.526232,55.643657999999995,3
385.0,37.41091380489331,55.738577380864804,3
395.0,37.506882,55.677737,3
408.0,37.619066695769924,55.73549141156988,3
416.0,37.57157,55.912804,3
434.0,37.636356,55.793227,3
439.0,37.52810862426719,55.5516695469886,3
454.0,37.645196,55.704215000000005,3
456.0,37.603118,55.612065,3
473.0,37.580104,55.574874,3
484.0,37.523707,55.777099,3
506.0,37.602139,55.86316600000001,3
511.0,37.620698,55.65364399999999,3
525.0,37.596568534361964,55.636446276998434,3
537.0,37.606621999999994,55.611114,3
541.0,37.645402000000004,55.729224,3
542.0,37.514647177484676,55.805777587546956,3
581.0,37.770043,55.649825,3
587.0,37.60383586242639,55.813167760849886,3
588.0,37.60593,55.622604,3
613.0,37.65773564417998,55.7405884498515,3
614.0,37.825155,55.724123999999996,3
645.0,37.610316793639925,55.62196184309893,3
677.0,37.490497,55.83566,3
752.0,37.57351886360242,55.81889121157696,3
787.0,37.622091,55.708729000000005,3
824.0,37.690587,55.716868999999996,3
829.0,37.59550559259025,55.70873599043661,3
851.0,37.752168106180854,55.789700083005826,3
873.0,37.48521355796396,55.840858770606935,3
248.0,37.601879,55.690278,4
251.0,37.703499,55.782001,4
260.0,37.741908,55.658834999999996,4
266.0,37.50928,55.61946700000001,4
267.0,37.50720505026226,55.61844572485109,4
273.0,37.435414208666884,55.862263070875336,4
278.0,37.73977,55.658825,4
279.0,37.820322,55.750824,4
298.0,37.720106,55.609675,4
310.0,37.732718,55.612044999999995,4
379.0,37.67370856616199,55.71077817042715,4
413.0,37.719244,55.7836,4
435.0,37.4915377684154,55.840191703007896,4
440.0,37.59106991534423,55.73617431971015,4
474.0,37.481554830687706,55.6618538159327,4
479.0,37.59571515078715,55.64753817542448,4
487.0,37.71083349933488,55.79503045565215,4
597.0,37.664896,55.69586999999999,4
600.0,37.631883,55.781133999999994,4
634.0,37.733715999999994,55.607356,4
648.0,37.716253470886095,55.615791802172716,4
651.0,37.482240999999995,55.678022,4
772.0,37.491063,55.683752,4
854.0,37.481232759719646,55.647840222378605,4
238.0,37.585084712966754,55.76063740685554,5
262.0,37.749660999999996,55.659647,5
264.0,37.481487,55.665061,5
284.0,37.608212,55.64054300000001,5
303.0,37.60355095700788,55.75262989834399,5
309.0,37.52991665865991,55.790661930420676,5
417.0,37.517685136245156,55.63176281894774,5
444.0,37.744935999999996,55.649063,5
455.0,37.53180832142617,55.801794692737744,5
619.0,37.584990000000005,55.795823,5
917.0,37.581699900000004,55.7763,5
594.0,37.59206,55.795731999999994,6
599.0,37.63316216931137,55.77179369433347,6
660.0,37.623665796294645,55.7288889450551,6
681.0,37.639455,55.729741000000004,6
233.0,37.620663270535154,55.770392509565504,7
239.0,37.60375,55.79319399999999,7
240.0,37.665408,55.785513,7
280.0,37.58572115211433,55.77879054336332,7
655.0,37.61473193336133,55.760488445249074,7
909.0,37.667348,55.780588,7
237.0,37.658616829360426,55.757744346822655,8
398.0,37.62557777909819,55.76023763516244,8
423.0,37.65710908465458,55.75822894648214,8
602.0,37.626744,55.741094999999994,8
682.0,37.657098,55.77501899999999,8
872.0,37.656703,55.776289,8
232.0,37.615437554337355,55.75618441354419,10
